,Red_Win,Blue_Win,Red_Champions,Blue_Champions
7127,False,True,"[17, 104, 50, 51, 235]","[2, 113, 84, 910, 432]"
7128,True,False,"[875, 427, 236, 147, 902]","[114, 20, 42, 498, 25]"
7129,False,True,"[86, 91, 245, 15, 143]","[83, 35, 157, 4, 43]"
7130,False,True,"[266, 64, 38, 236, 45]","[126, 121, 31, 202, 43]"
7131,True,False,"[897, 5, 517, 202, 40]","[48, 876, 711, 18, 432]"
7132,True,False,"[14, 28, 91, 67, 432]","[10, 154, 105, 202, 89]"
7133,True,False,"[24, 9, 38, 51, 235]","[54, 121, 517, 498, 518]"
7134,False,True,"[516, 63, 103, 429, 22]","[114, 5, 163, 202, 99]"
7135,False,True,"[126, 104, 134, 21, 235]","[54, 876, 42, 202, 22]"
7136,True,False,"[516, 63, 34, 21, 22]","[23, 245, 43, 223, 235]"
7137,False,True,"[8, 64, 38, 21, 432]","[75, 20, 4, 236, 235]"
7138,False,True,"[6, 5, 55, 360, 143]","[79, 254, 42, 21, 518]"
7139,True,False,"[266, 64, 246, 910, 143]","[777, 91, 112, 81, 40]"
7140,True,False,"[58, 163, 105, 21, 89]","[516, 876, 161, 523, 53]"
7141,False,True,"[777, 63, 99, 429, 412]","[17, 104, 43, 202, 101]"
7142,False,True,"[92, 121, 42, 429, 16]","[78, 876, 39, 236, 555]"
7143,True,False,"[77, 254, 245, 236, 12]","[268, 200, 517, 81, 888]"
7144,True,False,"[92, 876, 34, 202, 111]","[78, 91, 55, 147, 50]"
7145,True,False,"[92, 234, 29, 523, 22]","[6, 60, 268, 110, 888]"
7146,True,False,"[54, 234, 1, 110, 432]","[897, 17, 202, 517, 37]"
7147,True,False,"[24, 104, 517, 523, 40]","[23, 63, 79, 21, 497]"
7148,False,True,"[17, 28, 950, 29, 888]","[122, 121, 517, 202, 37]"
7149,False,True,"[68, 234, 55, 222, 432]","[82, 64, 42, 21, 111]"
7150,True,False,"[114, 876, 157, 236, 43]","[54, 64, 516, 81, 16]"
7151,True,False,"[114, 203, 777, 236, 201]","[122, 107, 14, 110, 235]"
7152,False,True,"[2, 77, 18, 4, 40]","[48, 9, 86, 81, 26]"
7153,True,False,"[82, 78, 268, 202, 12]","[98, 107, 517, 360, 111]"
7154,True,False,"[133, 91, 84, 22, 43]","[75, 76, 68, 29, 235]"
7155,True,False,"[516, 59, 45, 523, 22]","[875, 20, 69, 7, 555]"
7156,True,False,"[85, 91, 45, 523, 497]","[14, 35, 142, 67, 12]"
7157,False,True,"[92, 107, 84, 81, 147]","[897, 77, 134, 51, 44]"
7158,False,True,"[67, 76, 84, 429, 43]","[266, 163, 246, 236, 235]"
7159,False,True,"[266, 120, 81, 115, 43]","[91, 20, 92, 236, 37]"
7160,False,True,"[8, 141, 54, 223, 235]","[887, 104, 238, 119, 26]"
7161,False,True,"[11, 63, 39, 21, 99]","[164, 245, 69, 236, 53]"
7162,True,False,"[122, 234, 910, 236, 53]","[48, 427, 131, 29, 40]"
7163,False,True,"[48, 56, 517, 202, 57]","[54, 107, 105, 81, 432]"
7164,True,False,"[107, 427, 238, 22, 99]","[80, 57, 50, 81, 40]"
7165,False,True,"[23, 64, 517, 895, 497]","[54, 234, 13, 110, 79]"
7166,False,True,"[78, 28, 950, 29, 117]","[58, 79, 157, 147, 40]"
7167,False,True,"[39, 131, 157, 81, 35]","[79, 107, 238, 21, 201]"
7168,False,True,"[777, 9, 517, 236, 40]","[164, 245, 166, 360, 53]"
7169,True,False,"[41, 876, 236, 115, 555]","[2, 63, 246, 895, 902]"
7170,False,True,"[887, 91, 711, 21, 22]","[113, 876, 157, 236, 44]"
7171,True,False,"[24, 104, 8, 523, 43]","[2, 32, 42, 81, 432]"
7172,True,False,"[516, 121, 42, 202, 22]","[164, 24, 777, 99, 555]"
7173,False,True,"[240, 887, 103, 81, 35]","[54, 876, 157, 429, 888]"
7174,True,False,"[122, 5, 517, 202, 43]","[77, 107, 910, 21, 40]"
7175,True,False,"[48, 63, 112, 202, 43]","[266, 104, 127, 81, 22]"
7176,True,False,"[777, 238, 34, 29, 117]","[31, 64, 910, 360, 526]"
7177,False,True,"[122, 131, 268, 895, 497]","[24, 203, 711, 222, 412]"
7178,False,True,"[897, 5, 112, 81, 22]","[266, 427, 18, 910, 143]"
7179,True,False,"[79, 876, 238, 236, 902]","[40, 5, 268, 21, 267]"
7180,True,False,"[164, 24, 4, 51, 40]","[43, 154, 238, 81, 110]"
7181,False,True,"[887, 30, 91, 81, 43]","[24, 234, 7, 119, 412]"
7182,False,True,"[17, 200, 42, 110, 497]","[266, 427, 268, 81, 147]"
7183,True,False,"[126, 63, 1, 96, 902]","[2, 876, 268, 119, 111]"
7184,True,False,"[777, 63, 69, 81, 22]","[43, 77, 166, 51, 143]"
7185,False,True,"[266, 200, 90, 236, 147]","[58, 203, 13, 43, 53]"
7186,True,False,"[86, 63, 101, 236, 902]","[31, 517, 105, 81, 432]"
7187,False,True,"[39, 9, 268, 429, 53]","[114, 233, 517, 74, 235]"
7188,False,True,"[67, 79, 4, 45, 21]","[31, 59, 910, 145, 12]"
7189,False,True,"[75, 234, 42, 51, 412]","[68, 56, 142, 202, 80]"
7190,True,False,"[6, 203, 245, 110, 53]","[126, 131, 157, 145, 201]"
7191,True,False,"[86, 63, 4, 67, 22]","[777, 526, 127, 119, 53]"
7192,False,True,"[36, 876, 18, 360, 12]","[19, 5, 268, 67, 3]"
7193,False,True,"[122, 517, 161, 21, 526]","[126, 79, 18, 147, 432]"
7194,False,True,"[79, 5, 92, 18, 57]","[17, 154, 777, 157, 9]"
7195,False,True,"[266, 876, 238, 29, 40]","[92, 203, 84, 147, 22]"
7196,False,True,"[13, 20, 22, 236, 350]","[92, 64, 43, 81, 432]"
7197,True,False,"[17, 64, 7, 81, 235]","[58, 120, 38, 4, 16]"
7198,True,False,"[240, 238, 45, 235, 412]","[98, 104, 42, 119, 89]"
7199,True,False,"[10, 104, 7, 360, 555]","[516, 63, 166, 81, 16]"
7200,False,True,"[43, 427, 268, 145, 526]","[58, 104, 55, 51, 40]"
7201,False,True,"[777, 9, 8, 110, 57]","[77, 526, 136, 119, 235]"
7202,False,True,"[92, 28, 236, 895, 350]","[777, 9, 246, 110, 235]"
7203,False,True,"[126, 154, 711, 51, 432]","[2, 24, 4, 81, 202]"
7204,False,True,"[122, 78, 84, 498, 43]","[266, 63, 131, 157, 111]"
7205,True,False,"[50, 154, 268, 236, 902]","[240, 876, 157, 110, 53]"
7206,False,True,"[36, 427, 518, 51, 40]","[777, 121, 4, 236, 350]"
7207,True,False,"[266, 60, 4, 145, 432]","[133, 28, 157, 22, 555]"
7208,False,True,"[777, 203, 43, 81, 432]","[164, 77, 157, 74, 57]"
7209,False,True,"[897, 233, 127, 147, 555]","[266, 427, 55, 236, 50]"
7210,False,True,"[43, 59, 99, 202, 235]","[17, 238, 42, 429, 22]"
7211,False,True,"[126, 30, 268, 110, 223]","[68, 107, 112, 236, 267]"
7212,True,False,"[31, 24, 517, 119, 902]","[777, 9, 42, 202, 37]"
7213,False,True,"[266, 254, 61, 67, 235]","[48, 28, 50, 81, 43]"
7214,True,False,"[164, 24, 7, 43, 22]","[516, 107, 238, 29, 235]"
7215,True,False,"[48, 121, 134, 21, 3]","[266, 233, 34, 81, 432]"
7216,False,True,"[24, 104, 518, 147, 235]","[114, 233, 54, 119, 43]"
7217,True,False,"[48, 63, 55, 81, 57]","[777, 121, 145, 101, 517]"
7218,False,True,"[92, 234, 25, 236, 902]","[164, 876, 4, 81, 43]"
7219,False,True,"[516, 104, 63, 236, 267]","[24, 163, 20, 145, 16]"
7220,False,True,"[48, 63, 133, 30, 35]","[77, 104, 74, 498, 497]"
7221,True,False,"[23, 121, 84, 236, 902]","[777, 876, 157, 895, 235]"
7222,True,False,"[68, 154, 246, 517, 80]","[79, 56, 518, 112, 267]"
7223,True,False,"[92, 234, 69, 202, 517]","[240, 876, 246, 147, 35]"
7224,False,True,"[24, 63, 9, 67, 22]","[420, 5, 3, 110, 25]"
7225,False,True,"[54, 427, 90, 51, 432]","[48, 254, 45, 81, 235]"
7226,False,True,"[6, 60, 42, 21, 26]","[777, 104, 34, 51, 235]"
7227,False,True,"[92, 203, 134, 96, 117]","[897, 104, 55, 81, 40]"
7228,True,False,"[98, 203, 126, 910, 516]","[164, 5, 55, 145, 53]"
7229,True,False,"[266, 76, 126, 119, 111]","[92, 104, 101, 895, 235]"
7230,False,True,"[99, 427, 131, 110, 111]","[43, 5, 42, 67, 902]"
7231,False,True,"[85, 64, 246, 67, 350]","[92, 234, 84, 21, 432]"
7232,True,False,"[240, 76, 67, 50, 111]","[80, 63, 157, 236, 902]"
7233,False,True,"[82, 59, 4, 67, 37]","[2, 63, 80, 147, 43]"
7234,True,False,"[80, 30, 103, 110, 267]","[122, 56, 42, 81, 43]"
7235,False,True,"[84, 203, 246, 50, 555]","[6, 28, 99, 67, 267]"
7236,False,True,"[897, 876, 18, 895, 223]","[48, 9, 4, 119, 267]"
7237,True,False,"[518, 141, 91, 145, 111]","[122, 56, 246, 147, 99]"
7238,False,True,"[133, 11, 91, 81, 12]","[154, 107, 55, 498, 497]"
7239,False,True,"[240, 28, 78, 145, 53]","[82, 200, 61, 67, 7]"
7240,True,False,"[6, 427, 910, 202, 53]","[2, 35, 134, 110, 44]"
7241,True,False,"[67, 233, 202, 84, 143]","[58, 131, 91, 110, 412]"
7242,False,True,"[114, 20, 38, 4, 26]","[24, 876, 43, 21, 16]"
7243,False,True,"[77, 20, 777, 81, 16]","[266, 154, 61, 21, 143]"
7244,False,True,"[875, 876, 157, 236, 1]","[114, 17, 131, 110, 20]"
7245,True,False,"[897, 200, 517, 119, 53]","[68, 107, 61, 51, 235]"
7246,True,False,"[6, 121, 517, 145, 35]","[14, 141, 142, 74, 267]"
7247,True,False,"[122, 121, 517, 81, 432]","[516, 107, 85, 18, 53]"
7248,True,False,"[223, 234, 127, 81, 40]","[887, 238, 268, 22, 902]"
7249,True,False,"[92, 876, 105, 22, 432]","[122, 20, 777, 4, 35]"
7250,False,True,"[79, 5, 115, 81, 267]","[92, 254, 42, 110, 99]"
7251,False,True,"[82, 234, 910, 81, 497]","[126, 121, 517, 29, 40]"
7252,False,True,"[17, 121, 157, 202, 432]","[50, 203, 134, 21, 235]"
7253,False,True,"[80, 30, 238, 67, 43]","[79, 56, 127, 21, 497]"
7254,False,True,"[36, 238, 3, 119, 37]","[266, 200, 268, 81, 111]"
7255,False,True,"[19, 60, 4, 523, 57]","[14, 131, 39, 81, 44]"
7256,True,False,"[24, 9, 517, 498, 40]","[150, 107, 101, 21, 526]"
7257,False,True,"[4, 63, 55, 360, 111]","[24, 64, 79, 81, 147]"
7258,False,True,"[164, 254, 103, 81, 43]","[79, 107, 246, 222, 53]"
7259,True,False,"[43, 78, 69, 67, 910]","[164, 163, 157, 221, 117]"
7260,False,True,"[84, 120, 142, 29, 902]","[14, 234, 13, 145, 526]"
7261,False,True,"[39, 141, 268, 18, 43]","[86, 121, 90, 81, 555]"
7262,False,True,"[48, 234, 55, 202, 235]","[67, 33, 134, 81, 37]"
7263,True,False,"[54, 20, 63, 22, 147]","[14, 60, 518, 21, 555]"
7264,False,True,"[77, 246, 55, 21, 43]","[8, 5, 161, 202, 432]"
7265,False,True,"[266, 254, 61, 84, 497]","[777, 200, 4, 145, 111]"
7266,False,True,"[86, 200, 79, 110, 143]","[516, 56, 268, 54, 235]"
7267,False,True,"[24, 35, 61, 22, 40]","[23, 120, 38, 119, 99]"
7268,True,False,"[34, 59, 55, 67, 147]","[126, 200, 4, 202, 235]"
7269,False,True,"[233, 104, 29, 74, 57]","[19, 56, 8, 895, 902]"
7270,False,True,"[114, 120, 127, 30, 111]","[58, 200, 84, 161, 432]"
7271,True,False,"[83, 5, 4, 50, 99]","[92, 60, 1, 236, 26]"
7272,True,False,"[27, 200, 8, 110, 43]","[48, 64, 38, 202, 16]"
7273,False,True,"[48, 11, 63, 22, 497]","[69, 104, 13, 119, 111]"
7274,True,False,"[114, 5, 55, 895, 89]","[122, 246, 39, 523, 201]"
7275,False,True,"[54, 56, 55, 119, 432]","[68, 60, 126, 910, 12]"
7276,True,False,"[234, 266, 55, 22, 145]","[78, 421, 51, 99, 131]"
7277,True,False,"[24, 78, 43, 523, 432]","[6, 28, 246, 236, 267]"
7278,False,True,"[114, 412, 38, 57, 110]","[67, 28, 518, 4, 44]"
7279,False,True,"[54, 141, 555, 4, 432]","[79, 20, 69, 157, 53]"
7280,False,True,"[126, 56, 42, 360, 888]","[24, 59, 84, 67, 350]"
7281,True,False,"[114, 107, 43, 145, 57]","[8, 62, 91, 498, 16]"
7282,False,True,"[23, 56, 7, 81, 40]","[54, 121, 245, 235, 37]"
7283,False,True,"[897, 36, 112, 119, 497]","[92, 107, 910, 236, 902]"
7284,False,True,"[27, 121, 61, 51, 43]","[150, 63, 246, 22, 902]"
7285,True,False,"[39, 76, 91, 360, 111]","[106, 77, 157, 236, 267]"
7286,False,True,"[114, 77, 163, 235, 201]","[84, 107, 142, 145, 111]"
7287,False,True,"[114, 427, 61, 360, 53]","[24, 107, 91, 119, 37]"
7288,False,True,"[85, 121, 238, 81, 526]","[39, 5, 4, 147, 43]"
7289,False,True,"[887, 113, 13, 67, 40]","[58, 48, 42, 81, 497]"
7290,False,True,"[92, 24, 84, 119, 432]","[86, 526, 38, 107, 427]"
7291,True,False,"[266, 64, 112, 110, 497]","[92, 30, 84, 67, 910]"
7292,False,True,"[516, 63, 246, 51, 526]","[897, 5, 268, 29, 117]"
7293,True,False,"[122, 63, 80, 13, 57]","[266, 526, 79, 157, 89]"
7294,True,False,"[266, 518, 112, 236, 902]","[62, 203, 91, 910, 50]"
7295,False,True,"[80, 203, 1, 202, 161]","[92, 238, 3, 110, 910]"
7296,False,True,"[48, 104, 268, 110, 526]","[126, 59, 42, 360, 143]"
7297,False,True,"[43, 104, 131, 51, 53]","[92, 876, 80, 202, 40]"
7298,True,False,"[57, 141, 777, 81, 43]","[39, 24, 55, 895, 235]"
7299,True,False,"[777, 56, 13, 147, 40]","[62, 60, 133, 81, 432]"
7300,False,True,"[897, 254, 61, 81, 350]","[24, 163, 161, 429, 412]"
7301,False,True,"[85, 64, 163, 81, 497]","[897, 63, 777, 51, 99]"
7302,False,True,"[75, 19, 84, 51, 555]","[39, 876, 910, 202, 235]"
7303,True,False,"[92, 104, 8, 81, 35]","[58, 876, 13, 119, 53]"
7304,False,True,"[516, 35, 134, 21, 111]","[266, 876, 61, 22, 888]"
7305,False,True,"[897, 79, 245, 236, 12]","[10, 24, 154, 51, 25]"
7306,True,False,"[14, 9, 166, 81, 43]","[164, 91, 134, 236, 267]"
7307,False,True,"[24, 64, 105, 51, 40]","[266, 5, 245, 429, 888]"
7308,True,False,"[92, 5, 26, 81, 432]","[79, 121, 42, 498, 43]"
7309,True,False,"[6, 104, 69, 202, 101]","[92, 60, 103, 67, 432]"
7310,True,False,"[68, 234, 268, 523, 412]","[54, 19, 82, 222, 201]"
7311,True,False,"[166, 78, 8, 22, 143]","[43, 107, 127, 110, 555]"
7312,False,True,"[6, 25, 897, 110, 902]","[86, 63, 39, 67, 497]"
7313,True,False,"[157, 120, 163, 22, 902]","[92, 203, 42, 18, 29]"
7314,True,False,"[897, 64, 84, 202, 63]","[233, 11, 4, 51, 427]"
7315,False,True,"[43, 107, 1, 51, 235]","[75, 154, 103, 110, 432]"
7316,True,False,"[150, 200, 166, 147, 16]","[78, 28, 268, 18, 223]"
7317,False,True,"[79, 245, 4, 145, 902]","[74, 56, 126, 110, 43]"
7318,False,True,"[82, 141, 238, 81, 201]","[875, 56, 61, 110, 412]"
7319,True,False,"[122, 104, 910, 119, 888]","[126, 17, 39, 22, 53]"
7320,False,True,"[897, 876, 84, 81, 32]","[68, 120, 4, 110, 40]"
7321,False,True,"[27, 234, 777, 110, 267]","[10, 254, 3, 236, 43]"
7322,True,False,"[266, 5, 90, 110, 53]","[82, 876, 91, 22, 40]"
7323,True,False,"[897, 76, 157, 22, 40]","[31, 107, 142, 236, 267]"
7324,False,True,"[897, 104, 105, 145, 43]","[77, 30, 91, 81, 40]"
7325,True,False,"[14, 245, 3, 119, 555]","[164, 200, 43, 157, 517]"
7326,True,False,"[897, 427, 136, 360, 53]","[164, 79, 157, 67, 902]"
7327,False,True,"[14, 200, 81, 517, 16]","[266, 104, 43, 110, 350]"
7328,False,True,"[86, 120, 134, 202, 432]","[777, 56, 245, 21, 99]"
7329,False,True,"[266, 20, 42, 81, 12]","[164, 48, 55, 110, 143]"
7330,False,True,"[126, 11, 112, 110, 161]","[421, 56, 777, 147, 497]"
7331,True,False,"[92, 64, 8, 67, 44]","[85, 107, 14, 523, 37]"
7332,True,False,"[516, 79, 268, 429, 235]","[6, 150, 42, 81, 78]"
7333,True,False,"[266, 79, 157, 221, 117]","[86, 5, 517, 235, 147]"
7334,True,False,"[68, 104, 134, 119, 57]","[516, 60, 157, 523, 40]"
7335,False,True,"[897, 24, 910, 236, 267]","[69, 64, 238, 29, 117]"
7336,True,False,"[85, 104, 777, 523, 497]","[6, 427, 142, 110, 902]"
7337,False,True,"[83, 28, 69, 81, 432]","[7, 35, 8, 110, 111]"
7338,False,True,"[76, 20, 61, 51, 111]","[98, 141, 42, 236, 267]"
7339,True,False,"[777, 64, 77, 43, 157]","[897, 24, 3, 236, 902]"
7340,True,False,"[41, 78, 777, 523, 101]","[17, 35, 136, 67, 350]"
7341,False,True,"[266, 427, 777, 202, 35]","[897, 63, 246, 81, 432]"
7342,True,False,"[122, 79, 268, 21, 89]","[10, 48, 61, 81, 43]"
7343,False,True,"[48, 59, 42, 29, 350]","[92, 104, 910, 22, 223]"
7344,False,True,"[777, 68, 38, 523, 117]","[266, 24, 91, 236, 267]"
7345,True,False,"[79, 163, 238, 21, 12]","[114, 28, 18, 360, 412]"
7346,True,False,"[23, 876, 268, 81, 43]","[114, 24, 518, 110, 350]"
7347,False,True,"[157, 131, 134, 81, 432]","[897, 76, 8, 119, 555]"
7348,False,True,"[266, 141, 43, 29, 53]","[98, 234, 268, 81, 432]"
7349,False,True,"[420, 234, 246, 110, 101]","[39, 427, 103, 429, 57]"
7350,True,False,"[240, 203, 7, 221, 103]","[897, 876, 80, 429, 888]"
7351,True,False,"[114, 245, 81, 222, 497]","[2, 63, 236, 31, 412]"
7352,True,False,"[39, 77, 8, 81, 40]","[236, 245, 246, 202, 53]"
7353,True,False,"[266, 35, 910, 67, 40]","[24, 64, 68, 22, 16]"
7354,False,True,"[27, 30, 166, 21, 555]","[6, 141, 164, 50, 37]"
7355,False,True,"[24, 120, 518, 81, 497]","[92, 876, 8, 21, 43]"
7356,True,False,"[58, 59, 84, 43, 53]","[897, 76, 8, 51, 235]"
7357,False,True,"[38, 120, 43, 110, 111]","[777, 63, 266, 235, 12]"
7358,False,True,"[39, 79, 555, 110, 26]","[92, 104, 8, 429, 432]"
7359,False,True,"[39, 77, 145, 110, 99]","[897, 876, 157, 202, 43]"
7360,False,True,"[77, 35, 711, 21, 40]","[41, 876, 166, 429, 497]"
7361,True,False,"[82, 121, 157, 147, 235]","[245, 141, 777, 236, 111]"
7362,True,False,"[266, 28, 245, 523, 53]","[62, 76, 238, 51, 99]"
7363,True,False,"[516, 200, 134, 67, 12]","[82, 76, 777, 21, 40]"
7364,True,False,"[266, 24, 69, 81, 43]","[98, 63, 39, 29, 154]"
7365,True,False,"[131, 59, 43, 235, 143]","[64, 134, 1, 67, 412]"
7366,False,True,"[164, 104, 14, 147, 143]","[78, 35, 7, 81, 555]"
7367,False,True,"[41, 59, 4, 110, 40]","[516, 79, 517, 236, 235]"
7368,False,True,"[58, 254, 8, 147, 53]","[420, 56, 127, 235, 432]"
7369,False,True,"[76, 64, 42, 202, 555]","[4, 233, 101, 22, 99]"
7370,True,False,"[420, 876, 43, 21, 80]","[79, 5, 711, 222, 147]"
7371,True,False,"[245, 64, 55, 895, 53]","[897, 141, 8, 202, 235]"
7372,True,False,"[82, 104, 4, 51, 235]","[122, 24, 8, 110, 40]"
7373,True,False,"[24, 104, 3, 18, 201]","[110, 526, 245, 360, 43]"
7374,True,False,"[897, 64, 161, 119, 888]","[516, 121, 238, 51, 99]"
7375,False,True,"[266, 254, 246, 110, 432]","[92, 76, 55, 202, 43]"
7376,True,False,"[897, 427, 517, 360, 80]","[85, 5, 8, 119, 111]"
7377,False,True,"[57, 64, 10, 523, 117]","[114, 104, 84, 51, 43]"
7378,True,False,"[81, 267, 82, 234, 90]","[53, 29, 104, 245, 48]"
7379,False,True,"[266, 876, 8, 51, 143]","[92, 245, 777, 81, 43]"
7380,False,True,"[39, 121, 910, 51, 412]","[92, 28, 81, 236, 902]"
7381,True,False,"[92, 141, 112, 51, 74]","[150, 64, 105, 202, 111]"
7382,False,True,"[266, 64, 84, 523, 16]","[54, 5, 55, 119, 555]"
7383,False,True,"[80, 56, 39, 360, 497]","[27, 48, 54, 110, 235]"
7384,True,False,"[84, 141, 40, 119, 54]","[164, 876, 18, 21, 267]"
7385,False,True,"[777, 876, 268, 360, 53]","[157, 5, 518, 221, 350]"
7386,True,False,"[92, 63, 10, 202, 53]","[54, 91, 43, 81, 37]"
7387,False,True,"[110, 876, 18, 147, 57]","[266, 56, 3, 21, 111]"
7388,False,True,"[107, 121, 268, 67, 40]","[266, 56, 518, 236, 267]"
7389,True,False,"[887, 56, 91, 67, 902]","[266, 76, 136, 51, 111]"
7390,False,True,"[27, 76, 80, 360, 40]","[122, 876, 91, 202, 432]"
7391,False,True,"[92, 63, 90, 51, 432]","[266, 64, 126, 81, 235]"
7392,False,True,"[27, 234, 8, 202, 12]","[266, 154, 61, 21, 37]"
7393,False,True,"[92, 24, 4, 429, 526]","[78, 64, 84, 18, 111]"
7394,True,False,"[23, 56, 101, 50, 235]","[122, 5, 136, 21, 53]"
7395,True,False,"[897, 104, 112, 18, 412]","[154, 28, 55, 51, 57]"
7396,False,True,"[17, 526, 157, 21, 497]","[27, 427, 8, 81, 111]"
7397,False,True,"[27, 876, 91, 29, 902]","[92, 76, 126, 147, 235]"
7398,True,False,"[777, 254, 910, 202, 40]","[58, 56, 268, 81, 43]"
7399,True,False,"[84, 62, 91, 236, 432]","[31, 56, 4, 145, 497]"
7400,True,False,"[75, 131, 157, 523, 555]","[126, 121, 134, 22, 43]"
7401,False,True,"[27, 91, 84, 51, 37]","[240, 63, 518, 22, 53]"
7402,False,True,"[777, 107, 84, 67, 37]","[266, 121, 7, 119, 555]"
7403,True,False,"[54, 163, 136, 523, 412]","[10, 141, 240, 81, 20]"
7404,False,True,"[48, 427, 18, 147, 412]","[266, 9, 777, 50, 526]"
7405,True,False,"[82, 104, 126, 235, 526]","[266, 421, 3, 360, 555]"
7406,True,False,"[78, 35, 166, 110, 63]","[6, 60, 777, 96, 902]"
7407,False,True,"[240, 104, 246, 67, 111]","[27, 64, 7, 22, 432]"
7408,False,True,"[122, 104, 101, 21, 526]","[74, 234, 43, 119, 412]"
7409,False,True,"[14, 154, 518, 429, 80]","[122, 63, 517, 67, 555]"
7410,False,True,"[39, 35, 55, 22, 432]","[77, 64, 69, 429, 111]"
7411,True,False,"[516, 28, 157, 236, 25]","[266, 30, 238, 427, 57]"
7412,True,False,"[86, 876, 34, 119, 40]","[164, 63, 61, 81, 111]"
7413,True,False,"[2, 30, 163, 110, 40]","[92, 35, 268, 222, 902]"
7414,True,False,"[516, 121, 69, 21, 142]","[887, 421, 115, 110, 53]"
7415,False,True,"[77, 11, 103, 498, 40]","[58, 200, 55, 360, 44]"
7416,False,True,"[516, 64, 711, 523, 235]","[106, 131, 157, 895, 267]"
7417,False,True,"[154, 60, 777, 119, 518]","[516, 20, 4, 147, 497]"
7418,True,False,"[154, 107, 910, 21, 888]","[875, 421, 245, 498, 111]"
7419,True,False,"[240, 163, 105, 236, 235]","[27, 104, 79, 67, 267]"
7420,True,False,"[10, 64, 42, 81, 53]","[133, 9, 134, 67, 902]"
7421,True,False,"[78, 107, 112, 81, 57]","[897, 121, 43, 145, 350]"
7422,False,True,"[164, 131, 43, 236, 902]","[67, 427, 101, 157, 53]"
7423,True,False,"[75, 121, 55, 29, 37]","[23, 104, 517, 81, 53]"
7424,False,True,"[126, 876, 101, 145, 61]","[114, 11, 42, 81, 53]"
7425,False,True,"[126, 5, 34, 110, 43]","[516, 72, 42, 67, 902]"
7426,False,True,"[240, 121, 3, 81, 497]","[48, 11, 103, 22, 44]"
7427,True,False,"[106, 60, 246, 360, 44]","[427, 107, 157, 115, 526]"
7428,False,True,"[516, 20, 4, 222, 35]","[114, 107, 711, 145, 40]"
7429,False,True,"[92, 77, 55, 235, 432]","[48, 76, 91, 147, 526]"
7430,False,True,"[82, 107, 91, 498, 40]","[86, 32, 3, 81, 80]"
7431,False,True,"[57, 121, 43, 147, 111]","[950, 234, 245, 81, 22]"
7432,True,False,"[10, 24, 84, 235, 75]","[92, 64, 42, 4, 43]"
7433,True,False,"[80, 254, 103, 67, 57]","[106, 141, 910, 236, 43]"
7434,False,True,"[150, 63, 34, 51, 50]","[166, 876, 517, 81, 235]"
7435,False,True,"[114, 131, 166, 110, 53]","[48, 234, 84, 21, 412]"
7436,True,False,"[48, 35, 55, 119, 432]","[9, 107, 29, 145, 888]"
7437,True,False,"[6, 421, 268, 81, 43]","[10, 141, 4, 51, 99]"
7438,True,False,"[98, 234, 38, 360, 526]","[875, 141, 245, 43, 235]"
7439,True,False,"[39, 427, 517, 119, 34]","[24, 79, 777, 22, 117]"
7440,False,True,"[114, 421, 134, 81, 53]","[17, 120, 103, 22, 526]"
7441,False,True,"[777, 238, 161, 147, 432]","[122, 121, 84, 202, 235]"
7442,True,False,"[48, 121, 38, 147, 53]","[164, 20, 245, 235, 37]"
7443,False,True,"[78, 56, 517, 22, 43]","[79, 233, 157, 81, 516]"
7444,False,True,"[43, 77, 157, 81, 517]","[79, 245, 126, 222, 235]"
7445,True,False,"[48, 121, 238, 21, 526]","[266, 245, 43, 236, 902]"
7446,False,True,"[420, 11, 142, 37, 147]","[266, 131, 103, 67, 235]"
7447,True,False,"[54, 141, 101, 81, 43]","[79, 64, 268, 29, 40]"
7448,True,False,"[54, 107, 157, 895, 40]","[897, 63, 910, 145, 111]"
7449,False,True,"[897, 56, 84, 429, 518]","[24, 234, 61, 523, 117]"
7450,False,True,"[240, 113, 67, 266, 63]","[32, 39, 23, 22, 202]"
7451,True,False,"[98, 28, 166, 67, 43]","[777, 427, 518, 236, 902]"
7452,False,True,"[77, 238, 517, 119, 412]","[82, 234, 127, 429, 555]"
7453,False,True,"[126, 76, 84, 21, 412]","[57, 64, 268, 110, 12]"
7454,False,True,"[69, 254, 62, 81, 147]","[55, 24, 43, 67, 99]"
7455,True,False,"[897, 234, 238, 523, 497]","[266, 107, 7, 110, 43]"
7456,True,False,"[92, 427, 268, 91, 432]","[77, 245, 67, 18, 235]"
7457,True,False,"[24, 200, 245, 119, 412]","[122, 56, 61, 145, 53]"
7458,True,False,"[86, 107, 101, 119, 412]","[114, 234, 90, 21, 44]"
7459,True,False,"[6, 64, 91, 50, 235]","[80, 107, 43, 29, 63]"
7460,False,True,"[43, 427, 84, 51, 412]","[48, 203, 161, 147, 37]"
7461,False,True,"[7, 77, 157, 429, 526]","[43, 200, 127, 523, 12]"
7462,False,True,"[114, 48, 134, 236, 267]","[58, 104, 42, 145, 412]"
7463,False,True,"[161, 24, 910, 221, 53]","[54, 63, 157, 429, 432]"
7464,False,True,"[516, 5, 96, 360, 111]","[122, 30, 268, 81, 432]"
7465,True,False,"[122, 154, 268, 523, 16]","[240, 203, 43, 222, 412]"
7466,False,True,"[77, 121, 84, 18, 59]","[114, 234, 518, 110, 497]"
